MODE,FREQUENCY,MODAL MASS,KENE,X-DIR,RATIO%,Y-DIR,RATIO%,Z-DIR,RATIO%
936,5798.,0.1657E-04,0.1100E+05,0.000,0.00,0.000,0.00,0.000,0.00
937,5803.,0.2520E-04,0.1675E+05,0.000,0.00,0.000,0.00,0.000,0.00
938,5805.,0.1279E-04,8510.,0.000,0.00,0.000,0.00,0.000,0.00
939,5813.,0.3377E-04,0.2253E+05,0.000,0.00,0.000,0.00,0.000,0.00
940,5816.,0.5075E-03,0.3389E+06,0.000,0.00,0.000,0.00,0.000,0.00
941,5824.,0.8917E-04,0.5970E+05,0.000,0.00,0.000,0.00,0.000,0.00
942,5831.,0.4989E-04,0.3349E+05,0.000,0.00,0.000,0.00,0.000,0.00
943,5834.,0.5758E-04,0.3868E+05,0.000,0.00,0.000,0.00,0.000,0.00
944,5849.,0.1790E-03,0.1209E+06,0.000,0.00,0.000,0.00,0.000,0.00
945,5852.,0.6865E-04,0.4641E+05,0.000,0.00,0.000,0.00,0.000,0.00
946,5859.,0.2314E-04,0.1568E+05,0.000,0.00,0.000,0.00,0.000,0.00
947,5860.,0.1635E-03,0.1108E+06,0.000,0.00,0.000,0.00,0.000,0.00
948,5863.,0.2935E-04,0.1992E+05,0.000,0.00,0.000,0.00,0.000,0.00
949,5865.,0.1205E-03,0.8181E+05,0.000,0.00,0.000,0.00,0.000,0.00
950,5872.,0.3283E-04,0.2235E+05,0.000,0.00,0.000,0.00,0.000,0.00
951,5883.,0.3040E-04,0.2077E+05,0.000,0.00,0.000,0.00,0.000,0.00
952,5903.,0.1987E-04,0.1367E+05,0.000,0.00,0.000,0.00,0.000,0.00
953,5909.,0.3194E-03,0.2202E+06,0.000,0.00,0.000,0.00,0.000,0.00
954,5912.,0.4847E-04,0.3344E+05,0.000,0.00,0.000,0.00,0.000,0.00
955,5922.,0.5219E-04,0.3612E+05,0.000,0.00,0.000,0.00,0.000,0.00
956,5927.,0.1653E-03,0.1147E+06,0.000,0.00,0.000,0.00,0.000,0.00
957,5934.,0.3890E-04,0.2704E+05,0.000,0.00,0.000,0.00,0.000,0.00
958,5936.,0.2011E-03,0.1399E+06,0.000,0.00,0.000,0.00,0.000,0.00
959,5948.,0.2740E-03,0.1913E+06,0.000,0.00,0.000,0.00,0.000,0.00
960,5957.,0.2535E-04,0.1776E+05,0.000,0.00,0.000,0.00,0.000,0.00
961,5973.,0.1031E-04,7260.,0.000,0.00,0.000,0.00,0.000,0.00
962,5977.,0.6210E-04,0.4379E+05,0.000,0.00,0.000,0.00,0.000,0.00
963,5978.,0.5433E-05,3833.,0.000,0.00,0.000,0.00,0.000,0.00
964,5981.,0.2496E-04,0.1762E+05,0.000,0.00,0.000,0.00,0.000,0.00
965,5982.,0.2131E-03,0.1505E+06,0.000,0.00,0.000,0.00,0.000,0.00
966,5995.,0.1152E-04,8175.,0.000,0.00,0.000,0.00,0.000,0.00
967,6005.,0.7249E-04,0.5159E+05,0.000,0.00,0.000,0.00,0.000,0.00
968,6013.,0.8497E-04,0.6064E+05,0.000,0.00,0.000,0.00,0.000,0.00
969,6022.,0.8615E-04,0.6168E+05,0.000,0.00,0.000,0.00,0.000,0.00
970,6030.,0.4864E-05,3490.,0.000,0.00,0.000,0.00,0.000,0.00
971,6032.,0.1091E-03,0.7837E+05,0.000,0.00,0.000,0.00,0.000,0.00
972,6043.,0.1410E-03,0.1016E+06,0.000,0.00,0.000,0.00,0.000,0.00
973,6048.,0.1446E-03,0.1044E+06,0.000,0.00,0.000,0.00,0.000,0.00
974,6068.,0.5834E-04,0.4241E+05,0.000,0.00,0.000,0.00,0.000,0.00
975,6072.,0.1473E-03,0.1072E+06,0.000,0.00,0.000,0.00,0.000,0.00
976,6078.,0.6418E-04,0.4681E+05,0.000,0.00,0.000,0.00,0.000,0.00
977,6079.,0.2151E-03,0.1569E+06,0.000,0.00,0.000,0.00,0.000,0.00
978,6086.,0.3204E-04,0.2342E+05,0.000,0.00,0.000,0.00,0.000,0.00
979,6091.,0.8886E-04,0.6508E+05,0.000,0.00,0.000,0.00,0.000,0.00
980,6095.,0.2992E-04,0.2194E+05,0.000,0.00,0.000,0.00,0.000,0.00
981,6103.,0.1081E-03,0.7947E+05,0.000,0.00,0.000,0.00,0.000,0.00
982,6109.,0.1766E-03,0.1301E+06,0.000,0.00,0.000,0.00,0.000,0.00
983,6117.,0.1310E-04,9679.,0.000,0.00,0.000,0.00,0.000,0.00
984,6121.,0.3518E-03,0.2602E+06,0.000,0.00,0.000,0.00,0.000,0.00
985,6135.,0.1103E-03,0.8197E+05,0.000,0.00,0.000,0.00,0.000,0.00
986,6136.,0.2362E-04,0.1755E+05,0.000,0.00,0.000,0.00,0.000,0.00
987,6144.,0.7426E-04,0.5534E+05,0.000,0.00,0.000,0.00,0.000,0.00
988,6150.,0.9400E-04,0.7019E+05,0.000,0.00,0.000,0.00,0.000,0.00
989,6152.,0.7684E-04,0.5741E+05,0.000,0.00,0.000,0.00,0.000,0.00
990,6161.,0.1557E-03,0.1167E+06,0.000,0.00,0.000,0.00,0.000,0.00
991,6168.,0.6189E-04,0.4648E+05,0.000,0.00,0.000,0.00,0.000,0.00
992,6186.,0.1538E-03,0.1162E+06,0.000,0.00,0.000,0.00,0.000,0.00
993,6188.,0.3864E-04,0.2921E+05,0.000,0.00,0.000,0.00,0.000,0.00
994,6204.,0.1543E-03,0.1172E+06,0.000,0.00,0.000,0.00,0.000,0.00
995,6207.,0.9727E-04,0.7397E+05,0.000,0.00,0.000,0.00,0.000,0.00
996,6211.,0.8908E-04,0.6782E+05,0.000,0.00,0.000,0.00,0.000,0.00
997,6216.,0.5668E-04,0.4323E+05,0.000,0.00,0.000,0.00,0.000,0.00
998,6228.,0.3730E-04,0.2856E+05,0.000,0.00,0.000,0.00,0.000,0.00
999,6240.,0.9978E-04,0.7670E+05,0.000,0.00,0.000,0.00,0.000,0.00
1000,6244.,0.2761E-04,0.2125E+05,0.000,0.00,0.000,0.00,0.000,0.00
